Date,Adj Close
2013-03-01,735.52
2013-04-01,728.67
2013-05-01,702.83
2013-06-03,722.1
2013-07-02,697.72
2013-08-01,721.4
2013-09-03,733.8
2013-10-01,736.88
2013-11-01,766.99
2013-12-02,774.37
2014-01-02,782.05
2014-02-03,774.29
