0.004953,0.0006218,0.00027618,0.0025672,0.0005101,0.00054365,0.0012166,-2.3241e-05,-0.00064295,0.00024663,2.561e-05,-0.00018754,0.0018836,0.00074333,0.00032251,0.00034656,-0.00024438,0.0023592,0.0014108,0.00054463,-0.00074513,-0.0010941,0.0023913,0.00021743,-2.929e-05,0.00044048,0.00070303,-0.00079551,0.0014575
0.0006218,0.0062045,-0.00017557,0.00094524,0.00049168,-0.00097487,-0.0017955,0.0009865,-0.00029492,0.0058898,-0.00064109,-0.00028302,0.00044079,0.0028023,-0.00019285,-0.00083285,-0.00057002,0.00041054,-4.1563e-05,-0.001147,-0.0018692,-0.0012273,0.00061475,-0.00083868,0.00035166,-4.8086e-05,-0.00076464,-0.00076432,0.0061542
0.00027618,-0.00017557,0.0010694,-0.0001627,2.6343e-05,0.00032666,0.00013366,0.00047659,0.00072294,-0.0011152,0.00040405,0.00023336,-0.00025924,-0.00019065,6.0847e-05,0.00011593,0.00021199,0.00047471,7.7445e-05,-0.00013373,-0.00016475,-0.00018732,-0.00090283,0.00046795,-0.0001384,3.6814e-05,0.0005333,-0.0005078,9.7322e-06
0.0025672,0.00094524,-0.0001627,0.011445,0.00044079,-3.3612e-05,0.0030053,0.00059196,0.0016533,0.0023118,-0.00030325,0.00014914,0.0029464,-0.0011798,-0.00048257,0.00034053,-0.0018575,0.0036482,0.0038168,0.0018902,0.00030838,-0.00098741,0.0061337,8.5928e-05,-0.00020392,0.00012086,-0.0013786,-0.0011452,0.0013559
0.0005101,0.00049168,2.6343e-05,0.00044079,0.00088869,0.00028423,0.0003797,-1.8127e-05,0.00021309,0.0007567,-0.00010628,1.693e-05,0.00077847,-9.9623e-06,0.00032629,0.00074251,-0.00033841,0.00035797,0.00038458,0.00086059,-1.3186e-05,-0.00021771,0.00095949,-7.922e-05,-0.00027284,0.0006818,0.00029101,-0.00015282,0.0007624
0.00054365,-0.00097487,0.00032666,-3.3612e-05,0.00028423,0.0015232,0.0010766,0.00042117,0.00068605,-0.0013748,0.00035076,0.0001032,0.00087536,-0.0011658,0.00060187,0.00034151,0.00045937,0.00027827,3.5166e-05,0.00097933,0.00030272,-0.00012542,0.00031034,0.00049102,-5.6248e-05,0.00047184,0.00046815,0.00041344,-0.0015328
0.0012166,-0.0017955,0.00013366,0.0030053,0.0003797,0.0010766,0.0046851,0.00012895,0.00066589,-0.0024579,0.00044756,0.00014712,0.0015012,-0.0021,0.00070612,0.00075675,0.00039815,0.0026186,0.0011053,0.0017183,0.00064117,0.00013121,0.0026498,0.00078222,-0.00041099,0.00024501,-0.00011968,0.0014554,-0.0018394
-2.3241e-05,0.0009865,0.00047659,0.00059196,-1.8127e-05,0.00042117,0.00012895,0.0026019,0.00068333,-0.00026784,0.00027404,0.00039158,0.00045165,-4.5092e-05,0.00059818,-3.298e-06,0.00073615,0.001227,-0.00089807,0.00044612,0.00030086,-0.0006096,0.0003272,-9.5645e-07,0.00060196,0.00019314,0.00022705,0.00029441,0.00038293
-0.00064295,-0.00029492,0.00072294,0.0016533,0.00021309,0.00068605,0.00066589,0.00068333,0.0041708,-0.0019764,-0.00039912,1.0172e-05,0.00021345,-0.0015242,-0.00067971,0.00083684,-0.00031097,0.0013289,0.0014263,0.00057339,0.00043552,-0.00042649,0.0010536,0.00052746,0.00016322,0.00046902,-0.00026703,0.0012622,-0.0012458
0.00024663,0.0058898,-0.0011152,0.0023118,0.0007567,-0.0013748,-0.0024579,-0.00026784,-0.0019764,0.012866,-0.0012464,9.0101e-06,0.0018505,0.0051981,-0.0001752,-0.0011747,-0.00067729,-0.00023385,0.00043607,0.00027447,-0.0016612,-0.00067856,0.00253,-0.0013613,9.4204e-05,-0.00016709,-0.00079157,-0.002095,0.007894
2.561e-05,-0.00064109,0.00040405,-0.00030325,-0.00010628,0.00035076,0.00044756,0.00027404,-0.00039912,-0.0012464,0.00086787,0.00026219,-1.1861e-06,-0.00073412,0.00030985,4.8639e-05,0.00051851,5.0165e-05,-0.00030016,8.1383e-05,0.00038717,4.5855e-05,-0.00054757,0.00041417,0.00034568,5.9826e-05,0.00039554,0.0002974,-0.00075261
-0.00018754,-0.00028302,0.00023336,0.00014914,1.693e-05,0.0001032,0.00014712,0.00039158,1.0172e-05,9.0101e-06,0.00026219,0.00065368,4.271e-05,0.00037393,0.00012763,5.7357e-06,0.00047109,0.00033945,0.00026405,4.7581e-05,0.00038659,-0.00011172,0.00036121,0.0001345,0.00024137,-3.2987e-05,0.00030555,0.0001479,4.1583e-05
