0.050276,-0.088333,0.13304,-0.00039706,-0.026518,0.079886,0.014394,0.090329,-0.075269,-0.0080058,0.17813,0.010428,-0.0071197,0.06366,0.11272,-0.014002,0.066126,-0.014566,0.040615,0.026131,0.032465,0.037567,0.020858,-0.013349,0.062205,0.021387,0,-0.043914,0.052446,0.023659,-0.021963,-0.048151,-0.026464,-0.059354,0.069943,0.11556,-0.011039,0.010515,-0.026449,-0.037767,0.0013354,-0.04096,-0.015109,0.010327,-0.040726,-0.031585,0.29274,0.055371,-0.028151,0.055172,0.065758,0.11876,0.031153,-0.032094,0.05976,0.016944,0.028768,-0.038844,-0.057052,0.067748,0.018053
-0.078029,0.11315,0.048347,-0.045283,0.082162,0.0038508,0.031571,-0.081897,0.065116,0.10528,0.086152,0.001973,0.015645,0.1248,-0.051995,-0.010166,0.073348,0.085627,0.13414,0.068323,0.070984,0.032759,-0.015324,0.030641,0.048802,0.18393,0.058547,0.079576,-0.083612,-0.014416,0.085045,0.090274,0.058994,-0.010117,0.059408,0.20159,-0.023462,0.019424,0.017919,0.074516,0.045566,0.02459,-0.046341,-0.047913,0.062536,-0.056385,0.028375,0.090391,0.0869,0.1136,0.12952,0.21753,-0.013092,-0.0040285,0.01502,-0.0058624,0.0091185,0.060459,0.062758,0.068811,0.035824
-0.10523,-0.033181,-0.015059,0.017266,-0.011165,-0.1064,0.028886,0.015843,0.13974,-0.010953,0.030077,-0.026356,0.023107,0.0069196,0.039243,0.039452,-0.082349,0.13146,0.039759,0.11977,0.006686,-0.13022,0.031923,0.10927,0.051607,0.072658,0.015364,-0.15802,0.037956,-0.12352,0.016733,0.10049,-0.12015,-0.030662,0.12654,0.017241,-0.043154,0.019054,0.032936,0.14929,0.14945,-0.024842,0.010724,0.035786,0.056156,0.041593,-0.20734,-0.018382,0.046539,0.083007,0.036909,-0.018403,0.091327,0.074051,-0.0031153,0.018001,-0.022289,-0.03811,0.29031,-0.11789,0.017465
-0.001089,0.041329,0.14381,0.072393,0.062615,0.082919,-0.0096925,0.087472,0.095785,0.0080537,-0.047545,0.077629,0.046738,0.095735,0.101,-0.018193,-0.0087509,-0.006639,0.09126,0.0057113,0.066994,0.028791,0.0081206,-0.021232,-0.010861,0.092246,-0.035642,-0.039472,0.059423,0.15576,0.11,0.13301,-0.074488,0.010266,-0.18172,0.059322,0.021941,0.07212,0.00054975,0.025334,0.012206,0.088083,-0.019231,0.057871,-0.015337,-0.0061867,0.33694,-0.041307,0.035348,0.10116,0.051258,-0.11376,-0.029921,-0.034473,0.044271,0.084451,0.0073937,0.068146,0.068512,0.096682,0.027752
-0.056378,-0.028084,-0.068922,0.0164,-0.0085008,-0.017526,-0.0080999,-0.14528,0.13986,-0.043941,-0.2599,0.027573,0.034162,-0.018166,0.08719,-0.050799,0.04189,0.10443,0.020318,0.049561,0.0064953,-0.044776,0.023782,0.068634,-0.026434,-0.0085679,0.0038354,-0.024624,0.023233,0.042173,-0.007023,-0.018709,-0.0046948,-0.01181,-0.023745,-0.064,0.050095,0.061663,0.046154,-0.031896,-0.044582,-0.021429,0.038201,0.056338,0.067497,-0.01811,0.020475,-0.014171,-0.055433,-0.045465,-0.0058691,-0.043952,0.040482,-0.0072007,0.031671,0.055384,-0.004893,0.017804,0.24134,-0.027658,0.030025
0.022776,-0.042149,-0.026918,-0.0020638,-0.021629,-0.040985,0.006805,-0.1594,-0.010736,0.01532,-0.042155,-0.02023,0.0031875,-0.071586,-0.0011403,0.0069,-0.058648,-0.010968,-0.050216,0.0182,-0.082011,0.11328,0.034845,-0.051913,0.0033417,0.079835,-0.019104,0.02623,0.10769,0.095008,0.0047151,0.0092185,-0.018194,0.026404,0.046097,-0.011177,0.0020445,-0.0055735,0.010504,-0.098376,-0.064257,-0.0093268,0.016281,0.0019324,0.029183,-0.0080692,-0.085955,0.036325,0.016323,0.0029462,-0.046776,0.00085929,0.0060213,0.0081596,0.046894,-0.037826,0.031346,0.035569,0.030992,0.0062222,-0.00060421
-0.047604,-0.0084767,0.05302,-0.0035721,0.028879,-0.037644,0.099696,-0.10284,-0.03876,-0.0030864,-0.030616,-0.019501,0.03264,-0.052669,-0.065068,-0.021561,0.072891,0.095602,-0.016105,0.079227,0.09754,-0.1269,0.064446,0.03861,0.030808,-0.022866,0.025142,0.076837,0.026354,-0.083149,0.012906,-0.035292,0.014413,0.043054,-0.030558,0.023936,0.049195,0.033333,0.069127,0.032424,0.021868,-0.022104,0.0314,-0.050145,0.05482,-0.019175,-0.071545,0.00018744,-0.0053537,-0.07246,-0.10481,-0.011805,0.063536,-0.0080935,-0.018241,0.01938,0.032181,0.065878,0.017836,0.030919,-0.014794
-0.026262,-0.0033945,-0.062609,-0.0092453,-0.012389,-0.055913,-0.016902,-0.32576,0.029032,0.01032,-0.056455,-0.041094,0.022378,-0.039068,-0.078551,-0.015032,-0.024675,-0.0055846,0.023162,0.065801,-0.044836,-0.074347,-0.034014,-0.092599,-0.023829,0.067473,-0.020035,-0.036938,-0.058488,-0.036802,-0.11313,-0.066495,0.00067659,-0.058671,0.11192,-0.011039,-0.0079948,-0.024836,0.041322,-0.1002,0.0086,-0.023441,0.044113,-0.026193,-0.021057,0.043839,-0.10858,0.032421,-0.045752,-0.063077,-0.025546,-0.029105,0.012121,-0.040496,0.045861,-0.020641,-0.040993,-0.013999,-0.012601,-0.091688,-0.034853
-0.12859,-0.012741,0,-0.010284,-0.067425,0.040214,-0.035949,-0.14168,-0.16458,-0.057882,-0.0012552,-0.041635,-0.071135,-0.045609,-0.061837,0.013874,-0.069826,0.061425,0.0090552,-0.13734,-0.031294,0.1563,0.00035211,-0.058845,-0.015722,-0.058093,-0.021502,-0.052064,-0.15727,-0.019786,0.016979,-0.065007,0.024341,-0.05102,-0.10641,-0.11097,-0.012851,-0.053279,-0.00046685,-0.044321,0.0025778,-0.057437,-0.044927,-0.058382,-0.034325,0.062429,0.080878,-0.082774,-0.091056,-0.031268,-0.12179,-0.034228,-0.0098375,-0.092283,-0.02631,-0.057127,0.025888,-0.052237,0.048654,0.10472,-0.0026211
0.27676,0.0044723,-0.020084,0.022898,0.0065153,0.096767,0.080091,0.32386,-0.17448,-0.033249,-0.10557,0.046945,0.0053019,-0.040961,-0.090395,-0.078173,-0.055304,-0.11772,-0.036195,-0.03408,0.040381,0.18961,0.044351,-0.11278,-0.031106,-0.088441,0.041787,0.024699,-0.074074,0.11694,-0.077911,-0.041174,0.091749,-0.00087184,-0.19632,-0.10931,-0.011915,-0.020717,0.014946,-0.13855,0.023536,-0.065484,0.042056,-0.024801,-0.09763,-0.014957,0.12814,-0.026123,0.019504,-0.14306,-0.05908,-0.081075,0.02635,-0.069396,0.021016,0.012647,0.056338,0.055116,-0.16524,0.24594,-0.063046
