1,-0.12929,-0.14243,0.22307,-0.064174,0.32243,0.051229,0.27516,-0.30504,-0.0049592,-0.11744,0.11824,-0.2863,-0.093758,-0.20147,-0.5053,-0.0021114,0.12353,-0.12024,-0.22932,-0.013711,0.45119,-0.037135,-0.065248,-0.20743,-0.19452,0.20875,0.082555,0.29859,0.36736,-0.26318,-0.19497,0.52124,-0.0041196,-0.30424,-0.24198,-0.084341,-0.29204,-0.045543,-0.4087,-0.12581,-0.3233,0.064157,-0.17072,-0.27543,-0.098269,0.27053,-0.2035,-0.029249,-0.21183,-0.080325,-0.16501,-0.16053,-0.26539,0.13662,-0.068102,0.05361,0.12709,-0.26784,0.47574,0.090641
-0.12929,1,0.1896,0.45119,0.40281,-0.019838,-0.13765,0.14861,0.52705,0.43336,0.55306,0.50204,0.21081,0.38571,0.34256,0.43312,-0.035699,-0.23218,0.5303,0.32418,0.42326,0.26845,-0.3381,0.43111,0.218,0.59798,0.20147,0.084422,0.20566,0.12024,0.55663,0.47492,0.022569,-0.20249,0.27804,0.55905,0.11496,0.40144,-0.23684,0.32551,0.61798,0.5083,0.027778,0.26098,0.13127,-0.29175,0.38763,0.34521,0.56093,0.70838,0.46391,0.63962,-0.011772,0.37267,-0.20145,0.31,-0.10602,-0.024022,-0.011703,0.19166,-0.28034
-0.14243,0.1896,1,0.18919,0.21039,0.11217,0.12,0.13823,0.17684,0.071443,0.34097,0.24313,0.19793,0.33052,0.33267,0.25254,-0.0064741,-0.32798,0.27611,-0.14146,0.45115,0.030895,0.012352,0.27797,0.34472,0.3694,-0.10423,-0.020133,0.052331,0.20288,0.44293,0.25089,0.14547,-0.06849,0.0049606,0.28501,0.12803,0.13019,-0.078548,0.37204,0.29553,0.13451,0.10085,-0.017486,-0.22221,-0.40497,0.44114,0.18634,-0.037763,0.40424,0.3672,0.21969,0.1077,0.071301,-0.0094906,0.19941,0.22234,0.26698,-0.11754,0.21793,-0.058487
0.22307,0.45119,0.18919,1,0.29428,0.15359,-0.25979,0.51617,0.3147,0.10008,0.2354,0.55875,0.20087,0.34614,0.35788,0.18654,-0.15148,-0.061562,0.25487,-0.0052733,0.28944,0.26025,0.026487,0.24131,0.2194,0.24638,-0.02539,-0.076332,0.56821,0.36719,0.36981,0.36856,0.052644,-0.036043,0.077182,0.26075,0.30883,0.24242,-0.019479,0.14909,0.42092,0.30168,0.30771,0.37059,0.041355,-0.093752,0.47251,0.15382,0.25565,0.44299,0.29355,0.17502,0.038163,0.23949,0.080211,0.4867,-0.073939,-0.035495,0.26051,0.2133,0.101
-0.064174,0.40281,0.21039,0.29428,1,-0.01825,0.11115,0.36507,0.35269,0.59079,0.11061,0.5147,0.35743,0.23615,-0.010898,0.073783,0.10463,0.046972,0.41607,0.24546,0.33891,-0.051771,-0.023343,0.072905,0.14657,0.15876,0.15383,0.37898,0.29902,0.040304,0.455,0.36886,0.080359,0.19689,0.10099,0.69392,0.1675,0.50853,-0.041626,0.16106,0.29286,0.56605,0.10621,0.35839,0.39713,-0.15015,0.15382,0.21293,0.55919,0.24802,0.36256,0.21875,-0.0637,0.3413,-0.032285,0.6156,-0.045391,0.46698,0.065535,-0.051617,0.18877
0.32243,-0.019838,0.11217,0.15359,-0.01825,1,-0.068161,0.08476,-0.080713,-0.023012,0.11217,0.20939,-0.31711,0.33413,0.072601,-0.33303,0.24552,0.092936,0.39918,-0.057976,0.28771,0.6592,-0.27627,-0.22663,0.1863,0.13759,-0.14053,0.099001,0.022491,0.81288,0.092609,0.10873,0.48997,0.026746,-0.13952,-0.067773,-0.068405,-0.27955,-0.1637,0.057845,-0.0077789,-0.2531,-0.22594,-0.14899,-0.49805,-0.40585,0.71831,-0.080098,-0.3188,0.09285,-0.012451,0.091245,-0.37117,-0.34821,0.10181,-0.01945,0.39828,-0.25945,-0.1009,0.82215,-0.067047
0.051229,-0.13765,0.12,-0.25979,0.11115,-0.068161,1,-0.061372,-0.063987,-0.071071,-0.046507,0.027025,0.25594,0.011195,-0.076574,0.059713,0.28571,-0.1604,-0.19369,0.34231,0.30599,-0.30065,0.41941,-0.038876,0.26118,-0.1202,0.2791,0.42073,-0.24847,-0.14379,-0.13119,0.0060472,-0.080296,0.36008,-0.26501,-0.07458,0.051985,0.093729,0.14664,0.16111,0.034914,-0.07108,0.3336,-0.084871,-0.10574,-0.14921,-0.21475,0.14647,-0.010464,-0.32846,0.0026648,-0.1662,0.49884,0.12249,-0.096514,0.035866,0.22936,0.43586,-0.16147,0.0031314,-0.2
0.27516,0.14861,0.13823,0.51617,0.36507,0.08476,-0.061372,1,0.0069391,0.044912,0.1127,0.49234,0.070502,0.30551,0.17354,0.11976,-0.23238,-0.12243,0.073547,-0.24261,0.24921,0.21153,0.16968,0.074,0.046356,0.083213,0.26341,0.0013315,0.17752,0.082101,0.12091,0.092427,0.22908,-0.07233,0.028895,0.32048,0.14104,0.12826,0.026766,-0.015422,0.25448,0.17864,0.11753,0.22145,0.067057,0.19896,0.30879,0.20421,0.37374,0.1616,0.12563,0.25622,0.016995,0.1276,-0.084794,0.37402,-0.083446,0.028228,0.029877,0.23628,0.16177
-0.30504,0.52705,0.17684,0.3147,0.35269,-0.080713,-0.063987,0.0069391,1,0.36622,0.38952,0.31432,0.32147,0.50219,0.66287,0.43431,0.093659,0.025644,0.65915,0.46736,0.37387,-0.079244,-0.014008,0.52921,0.24774,0.6719,0.030535,-0.077708,0.2198,0.018905,0.5002,0.63372,-0.19533,0.047505,0.43965,0.51768,0.16416,0.53846,-0.03603,0.59267,0.54276,0.51768,0.14356,0.51232,0.43196,-0.17814,0.16874,0.29049,0.29079,0.66962,0.46518,0.54984,0.31973,0.65164,0.029079,0.49771,-0.11445,-0.028063,0.49733,-0.15534,-0.053799
-0.0049592,0.43336,0.071443,0.10008,0.59079,-0.023012,-0.071071,0.044912,0.36622,1,0.53239,0.13157,0.18836,0.22075,0.034029,0.15759,0.12338,0.13995,0.36856,0.27052,0.089019,-0.053998,-0.081159,0.059637,-0.10472,0.23618,0.19268,0.30544,0.2666,-0.10144,0.31505,0.30495,-0.080989,0.13385,0.39514,0.57895,0.016175,0.1722,-0.3745,0.041602,0.26013,0.31002,-0.19058,0.033743,0.41265,-0.32325,0.017274,0.27715,0.38384,0.38792,0.27087,0.4003,-0.16256,0.34112,-0.053628,0.06439,-0.14382,0.046967,-0.096525,-0.10259,0.094188
